Job No,Date,(No column name),Weekday
1396465.01000,2018-05-08,2,3
1396527.01000,2018-05-10,4,3
1396562.01000,2018-05-10,4,3
1397799.00000,2018-05-09,3,2
1397918.01000,2018-05-09,3,4
1398063.01000,2018-05-11,5,4
1477219.01000,2018-07-18,3,2
1477228.01000,2018-07-18,3,2
1477399.01000,2018-07-18,3,2
1398198.01000,2018-05-11,5,4
1440063.00000,2018-06-14,4,1
1440404.01000,2018-06-16,6,5
1440412.01000,2018-06-16,6,5
1480195.01000,2018-07-20,5,4
1441859.00000,2018-06-15,5,4
1401334.01000,2018-05-15,2,1
1480335.01000,2018-07-20,5,4
1442297.01000,2018-06-19,2,1
1481295.00000,2018-07-20,5,4
1403056.01000,2018-05-15,2,1
1403151.01000,2018-05-14,1,2
1403284.01000,2018-05-16,3,2
1444282.01000,2018-06-20,3,2
1444426.01000,2018-06-20,3,2
1403427.01000,2018-05-16,3,2
1445687.01000,2018-06-21,4,3
1406037.01000,2018-05-16,3,4
1485690.01000,2018-07-25,3,2
1407463.01000,2018-05-17,4,5
1407558.01000,2018-05-19,6,5
1448616.01000,2018-06-23,6,5
1489612.00000,2018-07-25,3,4
1411401.01000,2018-05-23,3,2
1411424.01000,2018-05-23,3,2
1412609.00000,2018-05-22,2,4
1412850.01000,2018-05-24,4,3
1453953.01000,2018-06-28,4,3
1412877.01000,2018-05-24,4,3
1413011.01000,2018-05-24,4,3
1455457.01000,2018-06-29,5,4
1456824.01000,2018-06-30,6,5
1457002.01000,2018-06-30,6,5
1458689.01000,2018-07-03,2,1
1458710.01000,2018-07-03,2,1
1458888.01000,2018-07-03,2,1
1460333.00000,2018-07-03,2,1
1462175.01000,2018-07-05,4,3
1420784.00000,2018-05-29,2,1
1422310.00000,2018-05-30,3,1
1422396.01000,2018-05-30,3,4
1463765.00000,2018-07-06,5,4
1464804.00000,2018-07-06,5,4
1465092.01000,2018-07-07,6,5
1423893.01000,2018-06-02,6,5
1425630.01000,2018-06-01,5,6
1426020.01000,2018-06-05,2,1
1467196.00000,2018-07-09,1,2
1467550.01000,2018-07-10,2,1
1427932.00000,2018-06-06,3,2
1429251.01000,2018-06-07,4,3
1429259.01000,2018-06-07,4,3
1470632.01000,2018-07-12,4,3
1430758.01000,2018-06-08,5,4
1430767.01000,2018-06-08,5,4
1430904.01000,2018-06-08,5,4
1473056.00000,2018-07-13,5,4
1473104.00000,2018-07-13,5,4
1432177.01000,2018-06-09,6,5
1432185.01000,2018-06-09,6,5
1474040.01000,2018-07-16,1,5
1475202.01000,2018-07-17,2,1
1477198.01000,2018-07-18,3,2
1478657.01000,2018-07-19,4,3
1479960.00000,2018-07-20,5,1
1438994.01000,2018-06-15,5,4
1439610.01000,2018-06-15,5,4
1481623.01000,2018-07-21,6,5
1441094.01000,2018-06-16,6,5
1489608.01000,2018-07-25,3,4
1442289.01000,2018-06-19,2,1
1444252.01000,2018-06-20,3,2
1445487.00000,2018-06-22,5,2
1447213.01000,2018-06-22,5,4
1447822.01000,2018-06-22,5,4
1455452.01000,2018-06-29,5,4
1456805.01000,2018-06-30,6,5
1456844.01000,2018-06-30,6,5
1460679.01000,2018-07-04,3,2
1460688.01000,2018-07-04,3,2
1462170.01000,2018-07-05,4,3
1462340.01000,2018-07-05,4,3
1463690.01000,2018-07-06,5,4
1467351.01000,2018-07-10,2,1
1469025.01000,2018-07-11,3,2
1471955.01000,2018-07-13,5,4
1472032.00000,2018-07-13,5,4
1473099.00000,2018-07-13,5,4
1473102.01000,2018-07-11,3,4
1473105.02000,2018-07-13,5,4
1473329.01000,2018-07-14,6,5
1475223.01000,2018-07-17,2,1
1485270.02000,2018-07-24,2,1
1487139.01000,2018-07-26,4,3
1488611.01000,2018-07-27,5,4
1489608.00000,2018-07-25,3,4
1491932.01000,2018-07-31,2,1
1444273.01000,2018-06-20,3,2
1448281.00000,2018-06-21,4,1
1448394.00000,2018-06-21,4,3
1450501.01000,2018-06-26,2,1
1450509.01000,2018-06-26,2,1
1452499.01000,2018-06-27,3,2
1452666.01000,2018-06-27,3,2
1453923.01000,2018-06-28,4,3
1455573.01000,2018-06-29,5,4
1456502.00000,2018-06-28,4,1
1460658.01000,2018-07-04,3,2
1462158.01000,2018-07-05,4,3
1462175.02000,2018-07-05,4,3
1463714.01000,2018-07-06,5,4
1465111.01000,2018-07-07,6,5
1465293.01000,2018-07-07,6,5
1467359.01000,2018-07-10,2,1
1467512.01000,2018-07-10,2,1
1468780.00000,2018-07-10,2,1
1468780.02000,2018-07-10,2,1
1468996.01000,2018-07-11,3,2
1470245.01000,2018-07-10,2,3
1470453.01000,2018-07-12,4,3
1473105.00000,2018-07-13,5,4
1473373.01000,2018-07-14,6,5
1473528.01000,2018-07-14,6,5
1475381.01000,2018-07-17,2,1
1476976.02000,2018-07-17,2,1
1478849.01000,2018-07-19,4,3
1480210.02000,2018-07-20,5,4
1481346.02000,2018-07-20,5,4
1481596.01000,2018-07-21,6,5
1481832.01000,2018-07-21,6,5
1483132.01000,2018-07-22,7,1
1485179.00000,2018-07-24,2,1
1485267.00000,2018-07-24,2,1
1485270.00000,2018-07-24,2,1
1488640.01000,2018-07-27,5,4
1489610.00000,2018-07-27,5,4
1490084.01000,2018-07-28,6,5
1493956.01000,2018-08-01,3,2
1490049.01000,2018-07-28,6,5
1495038.01000,2018-07-31,2,3
1497965.01000,2018-08-02,4,5
1514932.00000,2018-08-18,6,5
1514947.01000,2018-08-18,6,5
1521930.00000,2018-08-22,3,4
1440384.01000,2018-06-16,6,5
1440424.01000,2018-06-16,6,5
1441144.01000,2018-06-16,6,5
1449352.01000,2018-06-23,6,5
1450480.01000,2018-06-26,2,1
1452470.01000,2018-06-27,3,2
1455433.01000,2018-06-29,5,4
1455442.01000,2018-06-29,5,4
1456832.01000,2018-06-30,6,5
1456849.01000,2018-06-30,6,5
1458668.01000,2018-07-03,2,1
1460699.01000,2018-07-04,3,2
1460862.01000,2018-07-04,3,2
1467426.00000,2018-07-10,2,1
1470599.01000,2018-07-12,4,3
1471964.01000,2018-07-13,5,4
1471979.01000,2018-07-13,5,4
1473368.01000,2018-07-14,6,5
1476884.00000,2018-07-17,2,1
1476974.00000,2018-07-17,2,1
1476976.00000,2018-07-17,2,1
1477847.01000,2018-07-18,3,2
1478635.01000,2018-07-19,4,3
1478665.01000,2018-07-19,4,3
1478815.01000,2018-07-19,4,3
1480210.01000,2018-07-20,5,4
1481277.00000,2018-07-19,4,5
1481277.01000,2018-07-20,5,4
1485664.01000,2018-07-25,3,2
1495037.01000,2018-07-31,2,3
1489613.00000,2018-07-27,5,4
1514601.00000,2018-08-14,2,3
1514947.00000,2018-08-18,6,5
1445709.01000,2018-06-21,4,3
1447204.01000,2018-06-22,5,4
1448597.01000,2018-06-23,6,5
1448624.01000,2018-06-23,6,5
1448798.01000,2018-06-23,6,5
1448834.01000,2018-06-23,6,5
1452279.00000,2018-06-23,6,5
1453965.01000,2018-06-28,4,3
1455604.01000,2018-06-29,5,4
1458697.01000,2018-07-03,2,1
1458715.01000,2018-07-03,2,1
1544560.01000,2018-09-12,3,2
1460475.00000,2018-07-01,7,6
1460704.01000,2018-07-04,3,2
1460837.01000,2018-07-04,3,2
1462128.01000,2018-07-05,4,3
1463709.01000,2018-07-06,5,4
1464870.00000,2018-07-05,4,5
1464890.01000,2018-07-05,4,5
1465119.01000,2018-07-07,6,5
1466775.00000,2018-07-06,5,6
1468708.00000,2018-07-10,2,1
1470246.01000,2018-07-10,2,3
1470423.01000,2018-07-12,4,3
1472100.01000,2018-07-13,5,4
1473102.00000,2018-07-11,3,4
1473472.01000,2018-07-14,6,5
1475231.01000,2018-07-17,2,1
1477374.01000,2018-07-18,3,2
1478456.01000,2018-07-17,2,3
1480186.01000,2018-07-20,5,4
1481346.00000,2018-07-20,5,4
1481395.01000,2018-07-19,4,5
1483482.01000,2018-07-24,2,1
1483503.01000,2018-07-24,2,1
1483511.01000,2018-07-24,2,1
1487106.01000,2018-07-26,4,3
1493931.01000,2018-08-01,3,2
1504857.00000,2018-08-01,3,1
1509064.01000,2018-08-12,7,6
1532877.00000,2018-08-28,2,3
1532892.00000,2018-08-29,3,2
1514932.01000,2018-08-18,6,5
1532455.00000,2018-08-30,4,1
1536097.01000,2018-09-05,3,2
1555141.00000,2018-09-19,3,4
1548049.00000,2018-09-13,4,1
1552108.00000,2018-09-15,6,5
1572098.00000,2018-09-30,7,6
1573518.00000,2018-10-03,3,2
1578154.00000,2018-10-09,2,1
1596263.00000,2018-10-24,3,2
1599160.00000,2018-10-25,4,1
1501232.00000,2018-08-06,1,2
1556457.00000,2018-09-20,4,1
1506265.00000,2018-08-09,4,6
1522809.00000,2018-08-23,4,1
1587650.00000,2018-10-17,3,2
1539621.00000,2018-09-06,4,1
1538605.00000,2018-09-06,4,5
1540705.01000,2018-09-08,6,5
1541501.00000,2018-09-07,5,1
1599238.00000,2018-10-25,4,3
1564931.00000,2018-09-27,4,1
1570489.00000,2018-10-03,3,2
1573447.00000,2018-10-04,4,1
1579172.00000,2018-10-10,3,2
1582058.00000,2018-10-11,4,5
1590521.00000,2018-10-18,4,1
1620038.01000,2018-11-12,1,2
1620054.00000,2018-11-12,1,2
1620306.00000,2018-11-12,1,2
1644332.00000,2018-11-30,5,4
1651186.00000,2018-12-06,4,1
1564992.00000,2018-09-20,4,5
1633791.00000,2018-11-22,4,1
1646622.02000,2018-12-04,2,1
1648185.00000,2018-12-04,2,4
1651298.00000,2018-12-05,3,2
1579150.00000,2018-10-06,6,5
1582049.00000,2018-10-11,4,1
1604833.00000,2018-10-31,3,2
1607738.00000,2018-11-01,4,1
1613888.00000,2018-11-08,4,3
1620033.00000,2018-11-12,1,2
1620039.00000,2018-11-12,1,2
1620042.00000,2018-11-12,1,2
1620046.00000,2018-11-12,1,2
1644309.00000,2018-11-30,5,4
1661495.00000,2018-12-14,5,3
1620003.00000,2018-11-12,1,2
1620007.00000,2018-11-12,1,2
1620059.00000,2018-11-12,1,2
1652293.00000,2018-12-07,5,2
1655464.01000,2018-12-09,7,1
1655893.01000,2018-12-16,7,5
1667837.00000,2018-12-20,4,3
1668711.00000,2018-12-20,4,1
1669371.00000,2018-12-21,5,6
1669371.02000,2018-12-21,5,6
1673436.01000,2018-12-30,7,5
1674791.00000,2018-12-26,3,2
1685534.01000,2019-01-02,3,4
1685556.03000,2019-01-02,3,4
1692149.00000,2019-01-08,2,1
1693767.00000,2019-01-08,2,1
1705759.01000,2019-01-15,2,3
1708118.00000,2019-01-18,5,4
1660566.01000,2018-12-15,6,5
1673520.00000,2018-12-25,2,3
1675437.00000,2018-12-26,3,2
1677400.00000,2018-12-27,4,1
1613517.00000,2018-11-07,3,2
1685504.01000,2019-01-02,3,4
1685506.01000,2019-01-02,3,4
1685524.01000,2019-01-02,3,4
1685555.01000,2019-01-02,3,4
1685556.02000,2019-01-02,3,4
1685557.03000,2019-01-02,3,4
1620038.00000,2018-11-12,1,2
1620062.00000,2018-11-12,1,2
1699383.00000,2019-01-14,1,2
1708116.00000,2019-01-22,2,1
1642425.00000,2018-11-29,4,1
1712646.02000,2019-01-25,5,4
1656972.00000,2018-12-12,3,2
1667359.00000,2018-12-19,3,4
1616469.00000,2018-11-08,4,1
1669371.01000,2018-12-21,5,6
1620004.00000,2018-11-12,1,2
1620006.00000,2018-11-12,1,2
1620017.00000,2018-11-12,1,2
1620259.00000,2018-11-12,1,2
1625101.00000,2018-11-15,4,1
1686350.00000,2019-01-03,4,1
1695123.00000,2019-01-10,4,1
1700897.00000,2019-01-15,2,1
1702482.01000,2019-01-18,5,4
1703864.00000,2019-01-17,4,1
1708131.00000,2019-01-18,5,1
1655437.00000,2018-12-08,6,5
1659925.00000,2018-12-13,4,1
1666262.00000,2018-12-19,3,2
1669339.01000,2018-12-23,7,5
1669381.00000,2018-12-21,5,6
1678625.00000,2018-12-28,5,2
1685525.01000,2019-01-02,3,4
1685530.04000,2019-01-02,3,4
1687501.00000,2019-01-04,5,2
1721261.00000,2019-01-31,4,1
1715007.01000,2019-01-28,1,2
1746125.01000,2019-02-21,4,3
1751791.00000,2019-02-23,6,5
1765182.01000,2019-03-08,5,4
1765198.00000,2019-02-02,6,5
1718484.00000,2019-01-31,4,5
1723738.00000,2019-02-04,1,3
1738825.00000,2019-02-14,4,1
1675335.01000,2018-12-29,6,5
1675499.00000,2018-12-26,3,4
1683052.00000,2019-01-01,2,1
1685530.05000,2019-01-02,3,4
1685530.06000,2019-01-02,3,4
1685557.02000,2019-01-02,3,4
1697584.00000,2019-01-14,1,3
1765626.00000,2019-03-22,5,6
1708116.02000,2019-01-22,2,1
1712646.00000,2019-01-25,5,4
1731230.00000,2019-02-08,5,2
1725540.00000,2019-02-02,6,5
1730075.00000,2019-02-07,4,1
1738919.00000,2019-02-14,4,3
1779768.00000,2019-03-19,2,1
1685530.07000,2019-01-02,3,4
1691917.00000,2019-01-08,2,1
1789959.00000,2019-03-27,3,4
1789999.00000,2019-03-27,3,4
1790017.00000,2019-03-27,3,4
1693753.00000,2018-12-22,6,5
1756281.00000,2019-02-28,4,1
1747566.00000,2019-02-21,4,1
1793268.00000,2019-03-29,5,4
1700656.00000,2019-01-15,2,1
1702482.03000,2019-01-18,5,4
1702926.00000,2019-01-18,5,4
1712584.00000,2019-01-24,4,1
1724281.00000,2019-02-04,1,5
1727069.00000,2019-02-01,5,1
1752192.00000,2019-02-26,2,3
1773944.00000,2019-03-14,4,1
1730083.01000,2019-02-08,5,4
1750007.00000,2019-02-25,1,3
1751778.01000,2019-02-26,2,1
1765119.00000,2019-03-07,4,1
1775867.00000,2019-03-15,5,4
1782729.00000,2019-03-21,4,1
1787018.01000,2019-03-28,4,5
1789966.00000,2019-03-27,3,4
1789970.00000,2019-03-27,3,4
1789993.00000,2019-03-27,3,4
1790006.00000,2019-03-27,3,4
1790026.00000,2019-03-27,3,4
1791565.00000,2019-03-28,4,1
1820814.01000,2019-04-24,3,4
1779769.00000,2019-03-19,2,1
1787336.00000,2019-03-26,2,3
1787337.00000,2019-03-26,2,3
1788048.00000,2019-03-26,2,6
1789975.00000,2019-03-27,3,4
1790014.00000,2019-03-27,3,4
1790028.00000,2019-03-27,3,4
1800428.00000,2019-04-04,4,1
1820812.01000,2019-04-24,3,4
1827357.00000,2019-04-25,4,1
1827474.00000,2019-03-31,7,6
1829329.02000,2019-04-28,7,1
1834847.00000,2019-04-29,1,3
1840652.00000,2019-05-04,6,5
1841530.03000,2019-05-09,4,3
1867165.00000,2019-05-26,7,1
1871695.00000,2019-05-30,4,1
1789988.00000,2019-03-27,3,4
1820802.01000,2019-04-24,3,4
1826684.01000,2019-04-26,5,4
1837519.00000,2019-05-05,7,1
1838333.01000,2019-05-05,7,1
1838344.01000,2019-05-05,7,1
1840653.00000,2019-05-04,6,5
1841493.01000,2019-05-09,4,3
1841530.02000,2019-05-09,4,3
1867168.00000,2019-05-26,7,1
1868050.01000,2019-05-29,3,4
1868077.01000,2019-05-29,3,4
1879222.00000,2019-06-09,7,6
1787019.01000,2019-03-28,4,5
1787338.00000,2019-03-26,2,3
1789999.01000,2019-03-27,3,4
1790025.00000,2019-03-27,3,4
1790034.00000,2019-03-27,3,4
1793790.01000,2019-03-30,6,7
1799010.00000,2019-04-02,2,3
1809380.00000,2019-04-11,4,1
1811937.00000,2019-04-15,1,3
1818289.00000,2019-04-18,4,1
1820798.01000,2019-04-24,3,4
1820799.01000,2019-04-24,3,4
1820807.01000,2019-04-18,4,1
1820809.01000,2019-04-24,3,4
1841512.01000,2019-05-09,4,3
1862876.00000,2019-05-23,4,1
1867649.01000,2019-05-28,2,3
1789980.00000,2019-03-27,3,4
1789985.00000,2019-03-27,3,4
1789991.00000,2019-03-27,3,4
1789999.02000,2019-03-27,3,4
1790012.00000,2019-03-27,3,4
1790024.00000,2019-03-27,3,4
1814034.00000,2019-04-15,1,2
1820806.01000,2019-04-24,3,4
1822963.00000,2019-04-22,1,2
1826684.00000,2019-04-26,5,4
1829358.01000,2019-04-28,7,1
1831666.00000,2019-04-29,1,2
1885029.01000,2019-06-10,1,2
1889524.00000,2019-06-13,4,1
1852618.00000,2019-05-14,2,1
1905866.00000,2019-06-26,3,4
1867164.00000,2019-05-26,7,1
1867649.02000,2019-05-28,2,3
1868075.01000,2019-05-29,3,4
1880639.00000,2019-06-06,4,1
1929610.00000,2019-07-14,7,6
1882970.01000,2019-06-10,1,2
1934261.00000,2019-07-18,4,1
1884953.00000,2019-06-07,5,4
1831648.00000,2019-04-28,7,6
1836287.00000,2019-05-02,4,1
1900460.01000,2019-06-23,7,1
1841522.01000,2019-05-09,4,3
1845181.00000,2019-05-09,4,1
1849493.00000,2019-05-13,1,5
1854044.00000,2019-05-16,4,1
1854164.00000,2019-05-15,3,2
1925225.00000,2019-07-11,4,1
1867166.00000,2019-05-26,7,1
1867649.00000,2019-05-28,2,3
1867162.00000,2019-05-26,7,1
1867163.00000,2019-05-26,7,1
1867167.00000,2019-05-26,7,1
1923771.00000,2019-07-10,3,4
1872753.02000,2019-06-01,6,5
1876045.00000,2019-05-31,5,1
1934481.01000,2019-07-18,4,5
1941743.00000,2019-07-24,3,4
1940619.00000,2019-07-24,3,2
1961500.00000,2019-08-13,2,5
1969983.00000,2019-08-15,4,1
1898447.00000,2019-06-20,4,1
1986546.01000,2019-08-28,3,4
1907317.00000,2019-06-27,4,1
1914339.01000,2019-07-04,4,3
1914809.00000,2019-07-03,3,4
1932776.00000,2019-07-17,3,4
1916279.00000,2019-07-04,4,1
1943295.00000,2019-07-24,3,2
1888115.00000,2019-06-06,4,2
1943193.00000,2019-07-25,4,1
1905902.00000,2019-06-26,3,2
1961499.00000,2019-08-13,2,5
1920620.00000,2019-06-05,3,4
1981447.00000,2019-08-27,2,1
1971906.00000,2019-08-15,4,5
1989774.00000,2019-08-29,4,5
1991484.02000,2019-09-03,2,1
1992409.00000,2019-09-03,2,1
2010102.01000,2019-09-17,2,1
2010103.01000,2019-09-17,2,1
2010105.01000,2019-09-17,2,1
2010131.01000,2019-09-17,2,1
2011821.02000,2019-09-18,3,2
2011851.01000,2019-09-18,3,2
2011860.01000,2019-09-18,3,2
2027399.01000,2019-09-29,7,1
1952113.00000,2019-08-01,4,1
1965691.00000,2019-08-12,1,5
1989747.00000,2019-08-29,4,5
1991487.02000,2019-09-03,2,1
1996740.00000,2019-09-05,4,1
2005727.00000,2019-09-12,4,1
1987829.00000,2019-08-29,4,1
1956769.00000,2019-08-06,2,1
2010100.01000,2019-09-17,2,1
2010148.01000,2019-09-17,2,1
1991522.02000,2019-09-03,2,1
2011823.02000,2019-09-18,3,2
2011825.01000,2019-09-18,3,2
2011839.01000,2019-09-18,3,2
2011850.02000,2019-09-18,3,2
1961067.00000,2019-08-08,4,1
1998781.00000,2019-09-05,4,3
2021703.00000,2019-09-25,3,2
1978890.00000,2019-08-22,4,1
2035162.00000,2019-10-02,3,2
1986374.00000,2019-08-26,1,3
2039877.00000,2019-10-09,3,2
2010021.01000,2019-09-17,2,1
2010110.01000,2019-09-17,2,1
2010116.02000,2019-09-17,2,1
2010125.01000,2019-09-17,2,1
2010130.01000,2019-09-17,2,1
2010151.01000,2019-09-17,2,1
2011822.01000,2019-09-18,3,2
2011836.01000,2019-09-18,3,2
2011836.03000,2019-09-18,3,2
2011868.01000,2019-09-18,3,2
2044846.00000,2019-10-10,4,1
2054804.00000,2019-10-17,4,1
2055273.01000,2019-10-19,6,5
2010008.01000,2019-09-17,2,1
2010020.02000,2019-09-17,2,1
2010099.01000,2019-09-17,2,1
2010103.02000,2019-09-17,2,1
2010116.01000,2019-09-17,2,1
2010119.01000,2019-09-17,2,1
2010125.02000,2019-09-17,2,1
2010126.01000,2019-09-17,2,1
2010128.02000,2019-09-17,2,1
2011820.01000,2019-09-18,3,2
2011832.02000,2019-09-18,3,2
2011832.04000,2019-09-18,3,2
2011837.01000,2019-09-18,3,2
2011846.01000,2019-09-18,3,2
2011848.01000,2019-09-18,3,2
2011850.01000,2019-09-18,3,2
2012260.00000,2019-09-23,1,3
2011819.01000,2019-09-18,3,2
2011822.02000,2019-09-18,3,2
2011836.02000,2019-09-18,3,2
2011845.01000,2019-09-18,3,2
2011845.02000,2019-09-18,3,2
2015125.00000,2019-09-19,4,1
2027366.01000,2019-09-29,7,1
2084640.00000,2019-11-07,4,1
2024949.00000,2019-09-26,4,1
2033472.00000,2019-09-27,5,4
2034908.00000,2019-10-03,4,1
2037622.01000,2019-10-07,1,2
2104492.00000,2019-11-21,4,1
2048895.01000,2019-10-14,1,2
2049820.00000,2019-10-14,1,5
2049816.00000,2019-10-02,3,2
2050131.00000,2019-10-15,2,1
2010039.01000,2019-09-17,2,1
2010100.02000,2019-09-17,2,1
2010128.01000,2019-09-17,2,1
2011821.01000,2019-09-18,3,2
2011823.01000,2019-09-18,3,2
2011829.01000,2019-09-18,3,2
2011830.01000,2019-09-18,3,2
2011832.03000,2019-09-18,3,2
2011847.01000,2019-09-18,3,2
2074868.00000,2019-10-31,4,5
2030223.00000,2019-10-01,2,1
2043355.00000,2019-10-09,3,2
2048896.00000,2019-10-14,1,2
2112954.00000,2019-11-25,1,3
2120833.00000,2019-12-03,2,3
2124276.00000,2019-12-05,4,1
2103279.01000,2019-11-22,5,4
2103279.02000,2019-11-22,5,4
2107277.00000,2019-11-25,1,2
2105068.00000,2019-11-19,2,5
2107277.01000,2019-11-25,1,2
2115029.00000,2019-11-29,5,6
2122824.00000,2020-01-03,5,4
2074613.00000,2019-10-31,4,1
2153391.02000,2019-12-22,7,6
2138938.00000,2019-12-13,5,1
2109777.00000,2019-11-26,2,1
2064667.00000,2019-10-24,4,1
2069959.00000,2019-10-29,2,1
2089930.00000,2019-11-12,2,1
2094560.00000,2019-11-14,4,1
2102255.00000,2019-11-20,3,4
2109459.00000,2019-11-22,5,4
2113006.01000,2019-11-27,3,4
2114664.00000,2019-11-02,6,5
2129442.00000,2019-12-10,2,1
2169627.00000,2020-01-07,2,3
2208792.00000,2020-02-04,2,3
2149115.00000,2019-12-24,2,1
2163322.00000,2020-01-02,4,1
2152330.00000,2019-12-26,4,1
2173328.00000,2019-12-02,1,7
2161837.00000,2020-01-02,4,3
2182947.00000,2020-01-16,4,1
2189743.00000,2020-01-21,2,3
2192647.00000,2020-01-23,4,1
2200939.00000,2020-01-29,3,1
2212458.00000,2020-01-01,3,1
2114424.00000,2019-11-28,4,1
2129132.00000,2019-12-07,6,1
2132587.00000,2019-12-10,2,1
2134075.00000,2019-12-12,4,1
2141106.01000,2019-12-17,2,1
2152329.00000,2019-12-19,4,1
2218137.00000,2020-02-11,2,3
2224354.01000,2020-02-13,4,5
2248497.00000,2020-03-02,1,2
2254020.00000,2020-03-05,4,3
2173355.00000,2020-01-10,5,4
2189386.00000,2020-01-20,1,3
2202405.00000,2020-01-30,4,1
2173130.00000,2020-01-09,4,1
2212257.00000,2020-02-06,4,1
2218183.00000,2020-02-11,2,3
2293789.00000,2020-04-07,2,3
2293793.00000,2020-04-07,2,3
2293796.00000,2020-04-07,2,3
2293797.00000,2020-04-07,2,3
2293811.00000,2020-04-07,2,3
2293818.00000,2020-04-07,2,3
2303734.00000,2020-05-06,3,4
2309529.00000,2020-04-22,3,2
2315648.00000,2020-04-28,2,3
2271339.00000,2020-03-19,4,1
2277250.01000,2020-03-27,5,4
2293774.00000,2020-04-07,2,3
2293776.00000,2020-04-07,2,3
2293782.00000,2020-04-07,2,3
2293788.00000,2020-04-07,2,3
2293795.00000,2020-04-07,2,3
2293800.00000,2020-04-07,2,3
2293810.00000,2020-04-07,2,3
2293813.00000,2020-04-07,2,3
2289314.00000,2020-04-02,4,1
2293784.00000,2020-04-07,2,3
2293787.00000,2020-04-07,2,3
2293790.00000,2020-04-07,2,3
2293799.00000,2020-04-07,2,3
2293801.00000,2020-04-07,2,3
2293807.00000,2020-04-07,2,3
2293808.00000,2020-04-07,2,3
2293809.00000,2020-04-07,2,3
2293812.00000,2020-04-07,2,3
2293816.00000,2020-04-07,2,3
2294396.01000,2020-04-08,3,2
2294441.00000,2020-04-07,2,3
2302909.00000,2020-04-16,4,3
2304727.00000,2020-04-16,4,1
2298113.00000,2020-04-10,5,4
2218146.00000,2020-02-11,2,3
2311900.00000,2020-04-23,4,1
2222150.00000,2020-02-13,4,1
2241893.00000,2020-02-27,4,1
2248299.00000,2020-03-03,2,3
2261588.00000,2020-03-12,4,1
2232041.00000,2020-02-20,4,1
2251769.00000,2020-03-05,4,1
2223687.00000,2020-02-14,5,6
2326236.01000,2020-05-09,6,5
2346985.00000,2020-05-28,4,1
2348762.00000,2020-05-30,6,5
2351606.00000,2020-06-02,2,3
2361782.00000,2020-06-11,4,1
2366872.00000,2020-06-17,3,2
2369389.00000,2020-06-18,4,1
2318931.00000,2020-04-30,4,1
2332904.00000,2020-05-14,4,1
2339867.00000,2020-05-21,4,1
2350541.00000,2020-06-05,5,1
2361399.01000,2020-06-12,5,4
2383880.01000,2020-07-03,5,4
2325926.00000,2020-05-07,4,1
2280558.00000,2020-03-27,5,4
2280868.00000,2020-03-26,4,1
2291224.00000,2020-04-02,4,2
2293778.00000,2020-04-07,2,3
2293781.00000,2020-04-07,2,3
2293786.00000,2020-04-07,2,3
2293791.00000,2020-04-07,2,3
2293798.00000,2020-04-07,2,3
2293803.00000,2020-04-07,2,3
2293806.00000,2020-04-07,2,3
2398215.01000,2020-07-16,4,3
2296159.00000,2020-04-08,3,2
2293779.00000,2020-04-07,2,3
2293792.00000,2020-04-07,2,3
2293792.01000,2020-04-07,2,3
2293802.00000,2020-04-07,2,3
2293804.00000,2020-04-07,2,3
2293815.00000,2020-04-07,2,3
2293817.00000,2020-04-07,2,3
2294396.00000,2020-04-08,3,2
2293773.00000,2020-04-07,2,3
2293775.00000,2020-04-07,2,3
2293780.00000,2020-04-07,2,3
2293783.00000,2020-04-07,2,3
2293794.00000,2020-04-07,2,3
2293805.00000,2020-04-07,2,3
2293814.00000,2020-04-07,2,3
2300080.02000,2020-04-14,2,1
2297223.00000,2020-04-09,4,1
2302151.00000,2020-04-15,3,2
2297432.01000,2020-04-14,2,5
2406151.01000,2020-07-23,4,3
2348774.00000,2020-05-28,4,5
2301531.01000,2020-04-15,3,2
2350541.01000,2020-06-05,5,1
2304950.00000,2020-04-15,3,4
2316582.00000,2020-04-27,1,5
2323954.02000,2020-05-06,3,4
2368411.00000,2020-06-18,4,2
2373332.01000,2020-06-24,3,2
2374637.02000,2020-06-25,4,3
2382412.02000,2020-07-02,4,3
2383865.01000,2020-07-03,5,4
2397056.00000,2020-07-13,1,2
2401820.00000,2020-07-19,7,6
2404999.00000,2020-07-20,1,2
2327456.00000,2020-05-12,2,1
2323425.00000,2020-05-05,2,3
2341622.00000,2020-05-22,5,1
2336107.01000,2020-05-19,2,1
2350541.02000,2020-06-05,5,1
2449113.01000,2020-08-29,6,5
2354245.00000,2020-06-04,4,1
2343397.00000,2020-05-23,6,5
2377070.00000,2020-06-25,4,1
2379191.01000,2020-06-30,2,1
2359353.01000,2020-06-11,4,3
2348773.00000,2020-05-28,4,5
2456839.00000,2020-09-03,4,1
2383873.01000,2020-07-03,5,4
2383882.01000,2020-07-03,5,4
2384808.00000,2020-07-02,4,1
2369673.03000,2020-06-20,6,5
2389141.00000,2020-07-06,1,2
2360807.00000,2020-06-11,4,2
2376072.00000,2020-06-25,4,2
2377362.03000,2020-06-27,6,5
2374507.00000,2020-06-24,3,2
2473469.02000,2020-09-19,6,5
2400669.00000,2020-07-16,4,1
2417011.01000,2020-08-01,6,5
2450635.00000,2020-08-27,4,2
2382334.02000,2020-07-02,4,3
2385229.01000,2020-07-04,6,5
2392771.00000,2020-07-09,4,1
2379713.03000,2020-06-29,1,6
