Job No,Date,(No column name),Weekday
1209802.01000,2017-11-29,3,2
1211156.01000,2017-11-30,4,3
1212486.01000,2017-12-01,5,4
1213784.02000,2017-12-02,6,5
1213810.01000,2017-12-02,6,5
1160015.01000,2017-10-14,6,5
1161783.01000,2017-10-17,2,1
1167671.01000,2017-10-21,6,5
1169578.01000,2017-10-24,2,1
1171722.01000,2017-10-25,3,2
1172634.01000,2017-10-28,6,5
1177077.01000,2017-10-31,2,1
1178889.01000,2017-11-01,3,2
1178915.01000,2017-11-01,3,2
1186623.01000,2017-11-08,3,2
1186628.01000,2017-11-08,3,2
1187744.01000,2017-11-08,3,2
1187941.01000,2017-11-09,4,3
1211001.01000,2017-11-30,4,3
1212457.02000,2017-12-01,5,4
1212497.01000,2017-12-01,5,4
1194269.01000,2017-11-15,3,2
1194321.01000,2017-11-15,3,2
1194467.01000,2017-11-15,3,2
1215655.01000,2017-12-05,2,1
1217736.01000,2017-12-06,3,2
1198302.01000,2017-11-18,6,5
1220389.01000,2017-12-08,5,4
1221666.01000,2017-12-09,6,5
1201964.01000,2017-11-22,3,2
1225400.01000,2017-12-13,3,2
1225411.01000,2017-12-13,3,2
1207765.01000,2017-11-28,2,1
1207815.01000,2017-11-28,2,1
1207955.01000,2017-11-28,2,1
1229490.01000,2017-12-16,6,5
1229525.01000,2017-12-16,6,5
1237240.00000,2017-12-20,3,4
1159990.01000,2017-10-14,6,5
1160322.00000,2017-10-13,5,6
1163211.00000,2017-10-15,7,1
1166484.01000,2017-10-20,5,4
1169477.01000,2017-10-24,2,1
1169606.02000,2017-10-24,2,1
1171956.01000,2017-10-27,5,4
1172054.01000,2017-10-28,6,5
1172432.01000,2017-10-25,3,2
1172491.01000,2017-10-26,4,3
1172562.01000,2017-10-27,5,4
1177236.01000,2017-10-31,2,1
1263296.02000,2018-01-16,2,1
1184838.01000,2017-11-07,2,1
1195622.01000,2017-11-16,4,3
1195631.01000,2017-11-16,4,3
1195648.01000,2017-11-16,4,3
1209658.01000,2017-11-29,3,2
1213820.01000,2017-12-02,6,5
1213556.00000,2017-11-30,4,3
1217552.01000,2017-12-06,3,2
1217709.01000,2017-12-06,3,2
1218937.01000,2017-12-07,4,3
1217350.00000,2017-12-02,6,1
1220151.00000,2017-12-07,4,1
1220359.01000,2017-12-08,5,4
1221465.00000,2017-12-09,6,5
1221692.01000,2017-12-09,6,5
1221702.01000,2017-12-09,6,5
1225374.01000,2017-12-13,3,2
1228217.01000,2017-12-15,5,4
1229515.01000,2017-12-16,6,5
1231321.01000,2017-12-19,2,1
1233311.01000,2017-12-20,3,2
1234678.01000,2017-12-21,4,3
1234825.01000,2017-12-21,4,3
1233300.01000,2017-12-20,3,2
1236261.01000,2017-12-22,5,4
1237629.01000,2017-12-23,6,5
1248897.00000,2017-12-30,6,5
1262689.00000,2018-01-10,3,5
1217322.00000,2017-12-10,7,6
1218928.01000,2017-12-07,4,3
1225431.01000,2017-12-13,3,2
1226730.01000,2017-12-14,4,3
1226767.01000,2017-12-14,4,3
1229690.01000,2017-12-17,7,5
1234669.01000,2017-12-21,4,3
1234862.01000,2017-12-21,4,3
1236110.01000,2017-12-22,5,4
1237453.01000,2017-12-23,6,5
1246710.00000,2017-12-28,4,3
1267822.01000,2018-01-17,3,4
1213784.01000,2017-12-02,6,5
1217527.01000,2017-12-06,3,2
1221869.01000,2017-12-09,6,5
1223514.01000,2017-12-12,2,1
1226758.01000,2017-12-14,4,3
1226789.01000,2017-12-14,4,3
1231347.01000,2017-12-19,2,1
1231356.01000,2017-12-19,2,1
1233276.01000,2017-12-20,3,2
1233331.01000,2017-12-20,3,2
1236298.01000,2017-12-22,5,4
1237428.01000,2017-12-23,6,5
1220370.01000,2017-12-08,5,4
1220512.01000,2017-12-08,5,4
1227997.00000,2017-12-14,4,1
1228206.01000,2017-12-15,5,4
1278255.00000,2018-01-30,2,5
1279600.01000,2018-01-31,3,2
1262100.01000,2018-01-13,6,5
1263268.01000,2018-01-16,2,1
1234641.01000,2017-12-21,4,3
1284814.01000,2018-02-02,5,4
1285457.01000,2018-02-03,6,5
1266366.01000,2018-01-16,2,3
1287772.01000,2018-02-06,2,1
1287774.01000,2018-02-06,2,1
1287937.01000,2018-02-06,2,1
1242938.00000,2017-12-23,6,3
1290674.01000,2018-02-08,4,3
1246727.01000,2017-12-28,4,3
1295845.01000,2018-02-13,2,1
1297357.01000,2018-02-14,3,2
1298696.01000,2018-02-15,4,3
1298732.01000,2018-02-15,4,3
1300217.01000,2018-02-16,5,4
1300228.01000,2018-02-16,5,4
1301530.01000,2018-02-17,6,5
1303457.01000,2018-02-20,2,1
1303640.02000,2018-02-20,2,1
1258292.01000,2018-01-09,2,3
1306707.01000,2018-02-22,4,3
1308026.00000,2018-02-21,3,4
1262877.02000,2018-01-12,5,6
1309598.01000,2018-02-24,6,5
1311488.01000,2018-02-27,2,1
1316273.01000,2018-03-02,5,4
1317419.00000,2018-02-28,3,2
1317655.01000,2018-03-03,6,5
1317664.01000,2018-03-03,6,5
1321524.01000,2018-03-07,3,2
1273698.01000,2018-01-23,2,3
1279041.01000,2018-01-29,1,2
1280209.00000,2018-01-30,2,3
1282554.01000,2018-02-01,4,3
1282582.01000,2018-02-01,4,3
1284075.01000,2018-02-02,5,4
1285214.00000,2018-02-01,4,5
1285457.02000,2018-02-03,6,5
1289413.01000,2018-02-07,3,2
1291917.01000,2018-02-07,3,4
1293500.01000,2018-02-10,6,5
1293530.01000,2018-02-10,6,5
1276079.01000,2018-01-26,5,4
1279474.01000,2018-01-30,2,1
1279589.01000,2018-01-31,3,2
1300241.02000,2018-02-16,5,4
1279364.00000,2018-01-27,6,7
1303423.01000,2018-02-20,2,1
1303450.01000,2018-02-20,2,1
1303478.01000,2018-02-20,2,1
1282388.01000,2018-01-30,2,3
1284086.01000,2018-02-02,5,4
1284341.00000,2018-02-01,4,5
1305358.01000,2018-02-21,3,2
1305401.01000,2018-02-21,3,2
1285208.00000,2018-02-01,4,3
1285448.01000,2018-02-03,6,5
1285213.00000,2018-02-01,4,5
1285225.00000,2018-01-18,4,7
1306927.01000,2018-02-22,4,3
1307640.00000,2018-02-21,3,2
1309574.01000,2018-02-24,6,5
1309813.01000,2018-02-24,6,5
1289259.01000,2018-02-07,3,2
1311025.00000,2018-02-22,4,5
1290669.01000,2018-02-08,4,3
1311479.01000,2018-02-27,2,1
1311641.01000,2018-02-27,2,1
1290615.01000,2018-02-08,4,3
1292139.01000,2018-02-09,5,4
1292128.01000,2018-02-09,5,4
1293509.01000,2018-02-10,6,5
1293476.01000,2018-02-10,6,5
1314808.01000,2018-03-01,4,3
1316458.01000,2018-03-02,5,4
1296026.02000,2018-02-13,2,1
1297303.01000,2018-02-14,3,2
1297327.01000,2018-02-14,3,2
1319532.00000,2018-03-01,4,5
1298527.01000,2018-02-13,2,3
1301110.00000,2018-02-15,4,5
1301554.01000,2018-02-17,6,5
1301563.01000,2018-02-17,6,5
1301584.01000,2018-02-17,6,5
1303448.01000,2018-02-20,2,1
1303654.01000,2018-02-20,2,1
1324600.01000,2018-03-09,5,4
1303951.00000,2018-02-19,1,2
1305973.01000,2018-02-21,3,2
1306734.01000,2018-02-22,4,3
1306743.01000,2018-02-22,4,3
1307640.01000,2018-02-21,3,2
1307498.01000,2018-02-22,4,3
1308022.00000,2018-02-21,3,2
1308240.01000,2018-02-23,5,4
1308251.01000,2018-02-23,5,4
1308491.00000,2018-02-22,4,5
1308417.01000,2018-02-23,5,4
1309628.01000,2018-02-24,6,5
1310451.01000,2018-02-24,6,5
1311454.01000,2018-02-27,2,1
1311669.02000,2018-02-27,2,1
1312494.01000,2018-02-27,2,1
1313429.01000,2018-02-28,3,2
1313553.01000,2018-02-28,3,2
1313579.01000,2018-02-28,3,2
1314115.01000,2018-02-28,3,2
1314781.01000,2018-03-01,4,3
1314972.01000,2018-03-01,4,3
1316536.00000,2018-03-01,4,5
1317434.01000,2018-03-01,4,5
1317680.01000,2018-03-03,6,5
1317685.01000,2018-03-03,6,5
1316284.01000,2018-03-02,5,4
1316302.01000,2018-03-02,5,4
1317833.01000,2018-03-03,6,5
1319476.00000,2018-03-03,6,1
1320212.02000,2018-03-06,2,1
1321681.01000,2018-03-07,3,2
1322880.01000,2018-03-08,4,3
1322907.01000,2018-03-08,4,3
1323821.01000,2018-03-07,3,2
1324426.01000,2018-03-09,5,4
1323821.00000,2018-03-07,3,2
1325751.01000,2018-03-10,6,5
1325805.01000,2018-03-10,6,5
1327258.03000,2018-03-11,7,1
1327807.01000,2018-03-13,2,1
1329597.01000,2018-03-14,3,2
1329769.01000,2018-03-14,3,2
1323069.01000,2018-03-08,4,3
1325775.01000,2018-03-10,6,5
1325784.01000,2018-03-10,6,5
1327656.01000,2018-03-13,2,1
1278877.00000,2018-01-25,4,6
1278879.00000,2018-01-26,5,6
1279565.01000,2018-01-31,3,2
1329118.00000,2018-03-10,6,1
1329607.01000,2018-03-14,3,2
1331013.01000,2018-03-15,4,3
1331175.01000,2018-03-15,4,3
1282591.01000,2018-02-01,4,3
1332792.01000,2018-03-16,5,4
1332936.01000,2018-03-17,6,5
1284099.01000,2018-02-02,5,4
1333381.00000,2018-03-17,6,5
1334604.01000,2018-03-16,5,4
1285226.00000,2018-01-25,4,7
1285424.01000,2018-02-03,6,5
1335274.00000,2018-03-17,6,1
1287747.01000,2018-02-06,2,1
1287781.01000,2018-02-06,2,1
1289061.01000,2018-02-05,1,2
1339341.01000,2018-03-22,4,3
1290446.01000,2018-02-06,2,3
1290642.01000,2018-02-08,4,3
1290651.01000,2018-02-08,4,3
1340644.01000,2018-03-23,5,4
1340654.01000,2018-03-23,5,4
1341992.01000,2018-03-24,6,5
1342016.01000,2018-03-24,6,5
1343461.00000,2018-04-06,5,6
1295811.01000,2018-02-13,2,1
1295836.01000,2018-02-13,2,1
1345889.01000,2018-03-28,3,2
1347287.01000,2018-03-29,4,3
1273225.01000,2018-01-24,3,2
1297476.01000,2018-02-14,3,2
1347323.01000,2018-03-29,4,3
1300476.00000,2018-02-15,4,5
1352352.01000,2018-04-04,3,2
1279845.02000,2018-01-30,2,1
1303473.01000,2018-02-20,2,1
1353792.02000,2018-04-04,3,2
1305391.01000,2018-02-21,3,2
1355611.01000,2018-04-05,4,3
1356361.01000,2018-04-04,3,2
1282554.02000,2018-02-01,4,3
1357023.01000,2018-04-06,5,4
1357183.01000,2018-04-06,5,4
1308126.01000,2018-02-21,3,4
1308383.01000,2018-02-23,5,4
1360316.01000,2018-04-10,2,1
1311683.01000,2018-02-27,2,1
1362229.01000,2018-04-11,3,2
1362263.01000,2018-04-11,3,2
1289236.01000,2018-02-07,3,2
1289270.01000,2018-02-07,3,2
1313404.01000,2018-02-28,3,2
1313414.01000,2018-02-28,3,2
1313434.01000,2018-02-28,3,2
1290805.01000,2018-02-08,4,3
1291883.00000,2018-02-05,1,2
1316061.01000,2018-02-28,3,4
1366782.01000,2018-04-14,6,5
1292809.01000,2018-02-08,4,3
1368470.01000,2018-04-17,2,1
1368494.01000,2018-04-17,2,1
1369332.01000,2018-04-17,2,1
1319226.00000,2018-03-02,5,6
1320225.01000,2018-03-06,2,1
1297337.01000,2018-02-14,3,2
1371882.01000,2018-04-19,4,3
1372783.01000,2018-04-18,3,2
1298723.01000,2018-02-15,4,3
1322708.01000,2018-03-06,2,3
1322799.01000,2018-03-06,2,3
1322916.01000,2018-03-08,4,3
1323103.01000,2018-03-08,4,3
1323744.00000,2018-03-07,3,4
1374994.01000,2018-04-23,1,5
1300241.01000,2018-02-16,5,4
1300364.01000,2018-02-16,5,4
1324455.01000,2018-03-09,5,4
1324676.00000,2018-03-08,4,5
1327848.01000,2018-03-13,2,1
1378812.01000,2018-04-25,3,2
1305381.01000,2018-02-21,3,2
1305525.01000,2018-02-21,3,2
1306734.02000,2018-02-22,4,3
1309379.01000,2018-02-22,4,5
1309607.01000,2018-02-24,6,5
1313380.01000,2018-02-28,3,2
1315008.01000,2018-03-01,4,3
1316423.01000,2018-03-02,5,4
1317631.01000,2018-03-03,6,5
1320184.01000,2018-03-06,2,1
1321501.01000,2018-03-07,3,2
1321534.01000,2018-03-07,3,2
1322939.01000,2018-03-08,4,3
1324437.01000,2018-03-09,5,4
1325805.02000,2018-03-10,6,5
1325831.01000,2018-03-10,6,5
1327835.02000,2018-03-13,2,1
1329363.00000,2018-03-10,6,5
1329573.01000,2018-03-14,3,2
1329627.01000,2018-03-14,3,2
1329755.01000,2018-03-14,3,2
1332776.01000,2018-03-16,5,4
1337729.01000,2018-03-21,3,2
1340421.00000,2018-03-22,4,3
1340898.00000,2018-03-22,4,5
1342196.01000,2018-03-24,6,5
1343880.01000,2018-03-27,2,1
1343914.01000,2018-03-27,2,1
1345836.01000,2018-03-28,3,2
1347314.01000,2018-03-29,4,3
1348838.01000,2018-03-30,5,4
1348850.01000,2018-03-30,5,4
1349008.01000,2018-03-30,5,4
1352305.01000,2018-04-04,3,2
1352357.01000,2018-04-04,3,2
1352680.01000,2018-04-04,3,2
1352825.00000,2018-04-01,7,6
1354057.00000,2018-04-01,7,1
1355480.02000,2018-04-05,4,3
1355645.01000,2018-04-05,4,3
1356145.00000,2018-04-04,3,5
1357011.01000,2018-04-06,5,4
1330787.00000,2018-03-13,2,1
1358376.01000,2018-04-07,6,5
1331210.01000,2018-03-15,4,3
1332882.01000,2018-03-17,6,5
1332931.01000,2018-03-17,6,5
1333382.00000,2018-03-17,6,5
1360343.01000,2018-04-10,2,1
1333939.00000,2018-03-17,6,5
1361165.01000,2018-04-10,2,1
1336060.01000,2018-03-20,2,1
1362868.01000,2018-04-11,3,2
1363696.01000,2018-04-12,4,3
1363738.01000,2018-04-12,4,3
1363887.01000,2018-04-12,4,3
1327647.01000,2018-03-13,2,1
1327677.01000,2018-03-13,2,1
1327677.02000,2018-03-13,2,1
1365203.01000,2018-04-13,5,4
1365339.01000,2018-04-13,5,4
1365373.01000,2018-04-13,5,4
1365455.00000,2018-04-12,4,5
1365810.01000,2018-04-13,5,4
1329573.02000,2018-03-14,3,2
1339147.01000,2018-03-22,4,3
1366610.01000,2018-04-14,6,5
1339983.00000,2018-03-21,3,4
1331022.01000,2018-03-15,4,3
1331045.01000,2018-03-15,4,3
1368479.01000,2018-04-17,2,1
1368526.01000,2018-04-17,2,1
1332915.01000,2018-03-17,6,5
1333350.00000,2018-03-15,4,5
1370425.01000,2018-04-18,3,2
1370448.01000,2018-04-18,3,2
1343934.01000,2018-03-27,2,1
1335489.00000,2018-03-15,4,1
1345870.01000,2018-03-28,3,2
1345884.01000,2018-03-28,3,2
1373371.01000,2018-04-20,5,4
1337882.01000,2018-03-21,3,2
1339156.01000,2018-03-22,4,3
1340059.01000,2018-03-21,3,2
1341683.00000,2018-03-22,4,1
1342025.01000,2018-03-24,6,5
1343905.01000,2018-03-27,2,1
1352653.01000,2018-04-04,3,2
1344109.01000,2018-03-27,2,1
1345385.00000,2018-03-24,6,1
1354779.00000,2018-03-31,6,1
1345860.01000,2018-03-28,3,2
1346016.01000,2018-03-28,3,2
1355238.00000,2018-04-01,7,1
1356361.00000,2018-04-04,3,2
1347476.01000,2018-03-29,4,3
1356756.01000,2018-04-04,3,2
1348828.01000,2018-03-30,5,4
1348855.01000,2018-03-30,5,4
1348974.01000,2018-03-30,5,4
1358424.01000,2018-04-07,6,5
1358429.01000,2018-04-07,6,5
1360453.01000,2018-04-10,2,1
1360494.01000,2018-04-10,2,1
1352328.01000,2018-04-04,3,2
1352338.01000,2018-04-04,3,2
1361158.02000,2018-04-10,2,1
1362409.01000,2018-04-11,3,2
1363444.00000,2018-04-10,2,4
1363480.01000,2018-04-10,2,3
1363687.01000,2018-04-12,4,3
1363852.01000,2018-04-12,4,3
1355480.01000,2018-04-05,4,3
1356712.00000,2018-04-04,3,4
1357028.01000,2018-04-06,5,4
1357150.01000,2018-04-06,5,4
1358051.00000,2018-04-05,4,1
1366371.01000,2018-04-12,4,5
1368499.01000,2018-04-17,2,1
1368638.01000,2018-04-17,2,1
1360287.01000,2018-04-10,2,1
1360296.01000,2018-04-10,2,1
1369356.01000,2018-04-17,2,1
1361142.01000,2018-04-10,2,1
1361345.00000,2018-04-08,7,1
1370425.02000,2018-04-18,3,2
1370624.01000,2018-04-19,4,2
1361770.00000,2018-04-07,6,1
1362435.01000,2018-04-11,3,2
1371041.01000,2018-04-18,3,2
1371898.01000,2018-04-19,4,3
1363660.01000,2018-04-12,4,3
1363712.01000,2018-04-12,4,3
1372709.00000,2018-04-18,3,4
1373381.01000,2018-04-20,5,4
1374026.00000,2018-04-20,5,4
1366577.01000,2018-04-14,6,5
1368666.02000,2018-04-17,2,1
1368679.01000,2018-04-17,2,1
1369539.00000,2018-04-15,7,1
1370458.01000,2018-04-18,3,2
1371636.00000,2018-04-17,2,4
1380797.00000,2018-04-25,3,5
1372783.00000,2018-04-18,3,2
1382190.01000,2018-04-28,6,5
1382376.01000,2018-04-27,5,4
1373546.01000,2018-04-20,5,4
1373626.00000,2018-04-19,4,5
1374544.00000,2018-04-18,3,4
1384028.01000,2018-04-28,6,5
1385355.01000,2018-05-01,2,1
1378658.01000,2018-04-25,3,2
1379849.00000,2018-04-24,2,4
1382013.01000,2018-04-27,5,4
1382023.01000,2018-04-27,5,4
1382112.01000,2018-04-28,6,5
1382145.01000,2018-04-28,6,5
1382587.00000,2018-04-26,4,5
1385380.01000,2018-05-01,2,1
1385591.01000,2018-05-01,2,1
1387046.01000,2018-05-02,3,2
1387145.01000,2018-05-03,4,3
1388880.00000,2018-05-02,3,2
1388880.01000,2018-05-02,3,2
1389551.00000,2018-05-01,2,4
1389860.01000,2018-05-04,5,4
1391277.01000,2018-05-05,6,5
1393363.02000,2018-05-08,2,1
1395118.01000,2018-05-09,3,2
1395152.01000,2018-05-09,3,2
1397250.00000,2018-05-09,3,5
1398231.01000,2018-05-11,5,4
1399442.01000,2018-05-12,6,5
1401361.01000,2018-05-15,2,1
1403274.01000,2018-05-16,3,2
1406214.01000,2018-05-18,5,4
1327622.01000,2018-03-13,2,1
1407536.01000,2018-05-19,6,5
1407567.01000,2018-05-19,6,5
1409257.01000,2018-05-18,5,6
1409496.01000,2018-05-22,2,1
1331699.00000,2018-03-14,3,5
1332810.01000,2018-03-16,5,4
1332906.01000,2018-03-17,6,5
1333178.01000,2018-03-16,5,4
1333216.01000,2018-03-17,6,5
1333253.01000,2018-03-17,6,5
1333380.00000,2018-03-17,6,5
1334170.03000,2018-03-15,4,5
1329781.01000,2018-03-14,3,2
1330986.01000,2018-03-15,4,3
1414530.01000,2018-05-25,5,4
1336094.01000,2018-03-20,2,1
1332782.01000,2018-03-16,5,4
1332805.01000,2018-03-16,5,4
1333143.01000,2018-03-16,5,4
1337739.01000,2018-03-21,3,2
1337758.01000,2018-03-21,3,2
1333368.00000,2018-03-17,6,5
1417671.01000,2018-05-29,2,1
1334188.03000,2018-03-15,4,5
1339120.01000,2018-03-22,4,3
1339173.01000,2018-03-22,4,3
1339829.00000,2018-03-21,3,5
1340059.00000,2018-03-21,3,2
1336085.01000,2018-03-20,2,1
1336114.01000,2018-03-20,2,1
1419567.01000,2018-05-30,3,2
1420778.00000,2018-05-29,2,4
1342233.01000,2018-03-24,6,5
1337706.01000,2018-03-21,3,2
1337909.01000,2018-03-21,3,2
1422530.01000,2018-06-01,5,4
1344215.00000,2018-03-25,7,6
1339178.01000,2018-03-22,4,3
1423583.00000,2018-05-31,4,1
1341228.02000,2018-03-23,5,4
1344096.02000,2018-03-27,2,1
1427702.01000,2018-06-04,1,2
1427952.01000,2018-06-06,3,2
1349088.00000,2018-03-29,4,5
1349875.00000,2018-03-29,4,1
1430630.01000,2018-06-06,3,4
1348001.00000,2018-03-28,3,5
1432088.01000,2018-06-07,4,5
1432157.01000,2018-06-09,6,5
1355458.01000,2018-04-05,4,3
1355475.01000,2018-04-05,4,3
1358400.01000,2018-04-07,6,5
1358582.01000,2018-04-07,6,5
1359076.01000,2018-04-07,6,5
1353328.00000,2018-04-03,2,3
1360481.02000,2018-04-10,2,1
1355449.01000,2018-04-05,4,3
1362253.01000,2018-04-11,3,2
1362277.01000,2018-04-11,3,2
1362852.01000,2018-04-11,3,2
1357001.01000,2018-04-06,5,4
1358409.01000,2018-04-07,6,5
1358619.01000,2018-04-07,6,5
1360262.01000,2018-04-10,2,1
1369971.00000,2018-04-14,6,1
1365193.01000,2018-04-13,5,4
1371873.01000,2018-04-19,4,3
1372069.01000,2018-04-19,4,3
1366259.00000,2018-04-12,4,1
1366601.01000,2018-04-14,6,5
1374016.00000,2018-04-20,5,4
1367326.02000,2018-04-14,6,5
1368027.00000,2018-04-12,4,5
1368445.01000,2018-04-17,2,1
1371663.00000,2018-04-16,1,2
1371846.01000,2018-04-19,4,3
1378838.01000,2018-04-25,3,2
1372571.00000,2018-04-18,3,5
1374434.00000,2018-04-19,4,1
1382136.01000,2018-04-28,6,5
1378167.00000,2018-04-21,6,1
1385389.01000,2018-05-01,2,1
1385578.02000,2018-05-01,2,1
1387172.01000,2018-05-03,4,3
1387406.01000,2018-05-02,3,2
1390065.01000,2018-05-04,5,4
1391254.02000,2018-05-05,6,5
1392982.01000,2018-05-04,5,6
1396321.00000,2018-05-08,2,4
1399118.00000,2018-05-10,4,1
1399658.01000,2018-05-12,6,5
1403334.01000,2018-05-16,3,2
1404668.01000,2018-05-17,4,3
1404693.01000,2018-05-17,4,3
1404721.01000,2018-05-17,4,3
1404854.01000,2018-05-17,4,3
1406367.01000,2018-05-18,5,4
1407330.00000,2018-05-16,3,4
1407777.01000,2018-05-19,6,5
1410304.02000,2018-05-22,2,1
1411434.01000,2018-05-23,3,2
1411581.01000,2018-05-23,3,2
1413450.01000,2018-05-22,2,3
1414350.01000,2018-05-25,5,4
1414728.00000,2018-05-24,4,5
1417430.01000,2018-05-25,5,6
1419366.00000,2018-05-28,1,3
1420945.01000,2018-05-29,2,3
1421043.01000,2018-05-31,4,3
1421226.01000,2018-05-31,4,3
1423924.01000,2018-06-02,6,5
1427977.01000,2018-06-06,3,2
1428359.01000,2018-06-04,1,2
1429167.01000,2018-06-05,2,3
1431382.01000,2018-06-08,5,4
1432177.02000,2018-06-09,6,5
1432360.01000,2018-06-09,6,5
1433868.01000,2018-06-08,5,6
1387023.01000,2018-05-02,3,2
1387506.01000,2018-05-03,4,3
1390948.00000,2018-05-03,4,1
1391254.01000,2018-05-05,6,5
1391286.01000,2018-05-05,6,5
1391457.01000,2018-05-05,6,5
1393225.01000,2018-05-08,2,1
1393376.01000,2018-05-08,2,1
1394927.00000,2018-05-09,3,2
1396715.01000,2018-05-10,4,3
1396749.01000,2018-05-10,4,3
1398080.01000,2018-05-11,5,4
1398663.01000,2018-05-11,5,4
1399348.01000,2018-05-10,4,5
1401314.01000,2018-05-15,2,1
1401503.02000,2018-05-15,2,1
1401516.01000,2018-05-15,2,1
1387074.01000,2018-05-02,3,2
1387432.01000,2018-05-02,3,2
1404702.01000,2018-05-17,4,3
1404716.01000,2018-05-17,4,3
1404887.01000,2018-05-17,4,3
1387473.01000,2018-05-03,4,3
1406219.01000,2018-05-18,5,4
1406251.01000,2018-05-18,5,4
1385410.01000,2018-05-01,2,1
1385410.02000,2018-05-01,2,1
1385550.01000,2018-05-01,2,1
1389897.01000,2018-05-04,5,4
1387181.01000,2018-05-03,4,3
1390143.00000,2018-05-03,4,5
1409013.00000,2018-05-18,5,6
1389887.01000,2018-05-04,5,4
1393145.01000,2018-05-08,2,1
1393336.01000,2018-05-08,2,1
1412825.01000,2018-05-24,4,3
1413141.00000,2018-05-23,3,4
1395142.01000,2018-05-09,3,2
1393178.01000,2018-05-08,2,1
1414407.01000,2018-05-25,5,4
1415780.01000,2018-05-26,6,5
1415978.01000,2018-05-26,6,5
1395300.01000,2018-05-09,3,2
1395735.01000,2018-05-09,3,2
1417593.01000,2018-05-29,2,1
1417785.01000,2018-05-29,2,1
1396553.01000,2018-05-10,4,3
1399622.01000,2018-05-12,6,5
1398053.01000,2018-05-11,5,4
1401281.01000,2018-05-15,2,1
1401305.01000,2018-05-15,2,1
1399201.00000,2018-05-10,4,3
1399419.01000,2018-05-12,6,5
1399451.01000,2018-05-12,6,5
1421034.01000,2018-05-31,4,3
1421193.01000,2018-05-31,4,3
1403168.01000,2018-05-14,1,2
1403186.01000,2018-05-14,1,2
1403251.01000,2018-05-16,3,2
1403453.01000,2018-05-16,3,2
1421630.01000,2018-05-29,2,3
1401119.01000,2018-05-11,5,6
1404604.01000,2018-05-15,2,3
1422673.01000,2018-06-01,5,4
1401476.01000,2018-05-15,2,1
1423915.01000,2018-06-02,6,5
1402924.00000,2018-05-15,2,1
1406055.01000,2018-05-16,3,4
1407256.00000,2018-05-16,3,4
1404456.00000,2018-05-15,2,4
1425792.01000,2018-06-05,2,1
1425980.01000,2018-06-05,2,1
1405304.01000,2018-05-15,2,3
1406192.01000,2018-05-18,5,4
1406202.01000,2018-05-18,5,4
1406335.01000,2018-05-18,5,4
1409605.01000,2018-05-22,2,1
1427569.00000,2018-06-04,1,2
1427763.01000,2018-06-06,3,2
1427793.01000,2018-06-06,3,2
1407318.00000,2018-05-04,5,4
1411206.00000,2018-05-20,7,2
1409024.00000,2018-05-18,5,4
1411606.01000,2018-05-23,3,2
1432396.01000,2018-06-09,6,5
1432912.01000,2018-06-12,2,5
1411045.00000,2018-05-22,2,1
1411335.01000,2018-05-21,1,2
1411482.01000,2018-05-23,3,2
1414497.01000,2018-05-25,5,4
1415664.01000,2018-05-24,4,5
1415759.01000,2018-05-26,6,5
1415942.01000,2018-05-26,6,5
1412859.01000,2018-05-24,4,3
1412872.01000,2018-05-24,4,3
1413045.01000,2018-05-24,4,3
1436045.01000,2018-06-13,3,2
1413545.00000,2018-05-23,3,5
1414101.01000,2018-05-23,3,2
1414217.01000,2018-05-23,3,4
1437452.01000,2018-06-14,4,3
1437472.01000,2018-06-14,4,3
1437477.01000,2018-06-14,4,3
1414360.01000,2018-05-25,5,4
1437607.01000,2018-06-14,4,3
1419234.00000,2018-05-29,2,1
1419747.01000,2018-05-30,3,2
1421009.01000,2018-05-31,4,3
1436025.01000,2018-06-13,3,2
1436054.01000,2018-06-13,3,2
1424100.01000,2018-06-02,6,5
1437429.01000,2018-06-14,4,3
1438150.00000,2018-06-13,3,5
1425815.01000,2018-06-05,2,1
1425824.01000,2018-06-05,2,1
1439003.01000,2018-06-15,5,4
1439167.01000,2018-06-15,5,4
1422540.01000,2018-06-01,5,4
1423820.01000,2018-05-31,4,5
1425283.00000,2018-06-06,3,5
1442446.01000,2018-06-19,2,1
1429957.00000,2018-06-06,3,5
1429004.00000,2018-06-05,2,4
1429030.01000,2018-06-06,3,2
1429228.01000,2018-06-07,4,3
1431844.00000,2018-06-07,4,1
1433646.00000,2018-06-08,5,4
1438110.01000,2018-06-14,4,3
1452490.01000,2018-06-27,3,2
1453945.01000,2018-06-28,4,3
1460686.01000,2018-07-04,3,2
1461168.01000,2018-07-04,3,2
1462150.01000,2018-07-05,4,3
1463699.01000,2018-07-06,5,4
1439013.01000,2018-06-15,5,4
1439135.01000,2018-06-15,5,4
1467060.00000,2018-07-05,4,5
1467330.01000,2018-07-10,2,1
1440429.01000,2018-06-16,6,5
1440584.01000,2018-06-16,6,5
1389909.01000,2018-05-04,5,4
1390033.01000,2018-05-04,5,4
1470519.00000,2018-07-12,4,3
1442268.01000,2018-06-19,2,1
1391183.01000,2018-05-03,4,5
1393169.01000,2018-05-08,2,1
1473052.01000,2018-07-13,5,4
1473348.01000,2018-07-14,6,5
1473356.01000,2018-07-14,6,5
1473563.01000,2018-07-14,6,5
1436196.01000,2018-06-13,3,2
1394928.00000,2018-05-05,6,5
1437460.01000,2018-06-14,4,3
